"region","area","suburb","postcode","route","current classification: core/greater","expected response wording","actual response wording","current displayed minutes: 60/90","possible 60-minute candidate yes/no","reason","recommended classification","needs owner approval yes/no"
"Western Sydney & Nepean","Blacktown","Plumpton","2761","/service-areas/western-sydney-and-nepean/blacktown/plumpton/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Plumpton, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Prospect","2148","/service-areas/western-sydney-and-nepean/blacktown/prospect/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Prospect, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Quakers Hill","2763","/service-areas/western-sydney-and-nepean/blacktown/quakers-hill/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Quakers Hill, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Named in owner review prompt as a possible 60-minute suburb.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Riverstone","2765","/service-areas/western-sydney-and-nepean/blacktown/riverstone/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Riverstone, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Rooty Hill","2766","/service-areas/western-sydney-and-nepean/blacktown/rooty-hill/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Rooty Hill, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Named in owner review prompt as a possible 60-minute suburb.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Ropes Crossing","2760","/service-areas/western-sydney-and-nepean/blacktown/ropes-crossing/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Ropes Crossing, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Schofields","2762","/service-areas/western-sydney-and-nepean/blacktown/schofields/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Schofields, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Schofields, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Named in owner review prompt as a possible 60-minute suburb.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Seven Hills","2147","/service-areas/western-sydney-and-nepean/blacktown/seven-hills/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Seven Hills, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Named in owner review prompt as a possible 60-minute suburb.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Shalvey","2770","/service-areas/western-sydney-and-nepean/blacktown/shalvey/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Shalvey, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Shanes Park","2747","/service-areas/western-sydney-and-nepean/blacktown/shanes-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Shanes Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Stanhope Gardens","2768","/service-areas/western-sydney-and-nepean/blacktown/stanhope-gardens/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Stanhope Gardens, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","The Ponds","2769","/service-areas/western-sydney-and-nepean/blacktown/the-ponds/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For The Ponds, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in The Ponds, with 90-minute emergency response.","90","yes","Named in owner review prompt as a possible 60-minute suburb.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Toongabbie","2146","/service-areas/western-sydney-and-nepean/blacktown/toongabbie/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Toongabbie, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Named in owner review prompt as a possible 60-minute suburb.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Tregear","2770","/service-areas/western-sydney-and-nepean/blacktown/tregear/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Tregear, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Tregear, with 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Whalan","2770","/service-areas/western-sydney-and-nepean/blacktown/whalan/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Whalan, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Whalan, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Willmot","2770","/service-areas/western-sydney-and-nepean/blacktown/willmot/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Willmot, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Willmot, with 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Blacktown","Woodcroft","2767","/service-areas/western-sydney-and-nepean/blacktown/woodcroft/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Woodcroft, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","yes","Blacktown-area suburb is currently greater-region wording and should be owner-reviewed for possible 60-minute coverage.","Owner review: possible 60-minute core override","yes"
"Western Sydney & Nepean","Penrith","Berkshire Park","2765","/service-areas/western-sydney-and-nepean/penrith/berkshire-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Berkshire Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Caddens","2747","/service-areas/western-sydney-and-nepean/penrith/caddens/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Caddens, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Caddens, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Cambridge Gardens","2747","/service-areas/western-sydney-and-nepean/penrith/cambridge-gardens/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Cambridge Gardens, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Cambridge Park","2747","/service-areas/western-sydney-and-nepean/penrith/cambridge-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Cambridge Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Castlereagh","2749","/service-areas/western-sydney-and-nepean/penrith/castlereagh/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Castlereagh, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Castlereagh, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Claremont Meadows","2747","/service-areas/western-sydney-and-nepean/penrith/claremont-meadows/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Claremont Meadows, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Colyton","2760","/service-areas/western-sydney-and-nepean/penrith/colyton/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Colyton, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Colyton, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Cranebrook","2749","/service-areas/western-sydney-and-nepean/penrith/cranebrook/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Cranebrook, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Cranebrook, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Emu Heights","2750","/service-areas/western-sydney-and-nepean/penrith/emu-heights/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Emu Heights, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Emu Plains","2750","/service-areas/western-sydney-and-nepean/penrith/emu-plains/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Emu Plains, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Erskine Park","2759","/service-areas/western-sydney-and-nepean/penrith/erskine-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Erskine Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Glenmore Park","2745","/service-areas/western-sydney-and-nepean/penrith/glenmore-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Glenmore Park, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Glenmore Park, with 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Jamisontown","2750","/service-areas/western-sydney-and-nepean/penrith/jamisontown/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Jamisontown, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Jamisontown, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Jordan Springs","2747","/service-areas/western-sydney-and-nepean/penrith/jordan-springs/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Jordan Springs, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Kingswood","2747","/service-areas/western-sydney-and-nepean/penrith/kingswood/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Kingswood, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Leonay","2750","/service-areas/western-sydney-and-nepean/penrith/leonay/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Leonay, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Leonay, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Llandilo","2747","/service-areas/western-sydney-and-nepean/penrith/llandilo/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Llandilo, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Londonderry","2753","/service-areas/western-sydney-and-nepean/penrith/londonderry/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Londonderry, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Mount Vernon","2178","/service-areas/western-sydney-and-nepean/penrith/mount-vernon/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Mount Vernon, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Mulgoa","2745","/service-areas/western-sydney-and-nepean/penrith/mulgoa/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Mulgoa, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","North St Marys","2760","/service-areas/western-sydney-and-nepean/penrith/north-st-marys/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in North St Marys, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Orchard Hills","2748","/service-areas/western-sydney-and-nepean/penrith/orchard-hills/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Orchard Hills, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Oxley Park","2760","/service-areas/western-sydney-and-nepean/penrith/oxley-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Oxley Park, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Oxley Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Penrith","2750","/service-areas/western-sydney-and-nepean/penrith/penrith/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Penrith, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Regentville","2745","/service-areas/western-sydney-and-nepean/penrith/regentville/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Regentville, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Regentville, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","South Penrith","2750","/service-areas/western-sydney-and-nepean/penrith/south-penrith/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For South Penrith, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in South Penrith, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","St Clair","2759","/service-areas/western-sydney-and-nepean/penrith/st-clair/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in St Clair, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","St Marys","2760","/service-areas/western-sydney-and-nepean/penrith/st-marys/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in St Marys, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Werrington","2747","/service-areas/western-sydney-and-nepean/penrith/werrington/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Werrington, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Werrington, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Werrington County","2747","/service-areas/western-sydney-and-nepean/penrith/werrington-county/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Werrington County, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Werrington County, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Western Sydney & Nepean","Penrith","Werrington Downs","2747","/service-areas/western-sydney-and-nepean/penrith/werrington-downs/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for partial power loss and hot outlets and tripping circuits, damaged wiring and business-critical faults in Werrington Downs, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Hills, Hawkesbury & Hornsby","Hawkesbury","Agnes Banks","2753","/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/agnes-banks/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | For Agnes Banks, emergency call-outs use 90-minute emergency response; call for unsafe faults, or send photos and details for planned work. | Urgent help for storm damage, power loss, tripping safety switches, unsafe outdoor circuits and fallen-line concerns in Agnes Banks, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Hills, Hawkesbury & Hornsby","Hawkesbury","Bilpin","2758","/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/bilpin/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm damage, power loss, tripping safety switches, unsafe outdoor circuits and fallen-line concerns in Bilpin, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Hills, Hawkesbury & Hornsby","Hawkesbury","Blaxlands Ridge","2758","/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/blaxlands-ridge/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm damage, power loss, tripping safety switches, unsafe outdoor circuits and fallen-line concerns in Blaxlands Ridge, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Hills, Hawkesbury & Hornsby","Hawkesbury","Bligh Park","2756","/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/bligh-park/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm damage, power loss, tripping safety switches, unsafe outdoor circuits and fallen-line concerns in Bligh Park, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Hills, Hawkesbury & Hornsby","Hawkesbury","Bowen Mountain","2753","/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/bowen-mountain/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm damage, power loss, tripping safety switches, unsafe outdoor circuits and fallen-line concerns in Bowen Mountain, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Hills, Hawkesbury & Hornsby","Hawkesbury","Clarendon","2756","/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/clarendon/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm damage, power loss, tripping safety switches, unsafe outdoor circuits and fallen-line concerns in Clarendon, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Hills, Hawkesbury & Hornsby","Hawkesbury","Cornwallis","2756","/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/cornwallis/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Urgent help for storm damage, power loss, tripping safety switches, unsafe outdoor circuits and fallen-line concerns in Cornwallis, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
"Hills, Hawkesbury & Hornsby","Hawkesbury","Cumberland Reach","2756","/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/cumberland-reach/","greater","within 90 minutes / 90-minute response","90-minute response for urgent call-outs across greater regions. | Evaready provides 90-minute emergency response for emergency call-outs in this region. | Urgent help for storm damage, power loss, tripping safety switches, unsafe outdoor circuits and fallen-line concerns in Cumberland Reach, with 90-minute emergency response. | Emergency call-outs in this region use 90-minute emergency response.","90","no","Current response-time wording matches the current region classification.","Keep current greater classification","no"
